category,datetime,headline,summary,source,url,full_text
crypto,1771938471,"Cipher Digital rebrands as it pivots from bitcoin mining to HPC, shares slide",,CoinDesk,https://www.coindesk.com/markets/2026/02/24/cipher-digital-rebrands-as-it-pivots-from-bitcoin-mining-to-hpc-shares-slide,"Cipher Digital rebrands as it pivots from bitcoin mining to HPC, shares slide. "
crypto,1771938000,Canton advances cross-border repo to free up $300 trillion assets via tokenization,,CoinDesk,https://www.coindesk.com/business/2026/02/24/canton-advances-cross-border-repo-to-free-up-usd300-trillion-assets-via-tokenization,Canton advances cross-border repo to free up $300 trillion assets via tokenization. 
crypto,1771937100,"Stablecoin stagnation, tariffs a headwind for Bitcoin prices, analysts say","Tariff shocks led to a capital rotation from crypto into precious metals and tokenized commodities, as analysts warn that the thin crypto market liquidity is limiting a wider recovery.",Cointelegraph,https://cointelegraph.com/news/stablecoin-supply-falls-crypto-liquidity-headwind-gold-rotation-xaut?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Stablecoin stagnation, tariffs a headwind for Bitcoin prices, analysts say. Tariff shocks led to a capital rotation from crypto into precious metals and tokenized commodities, as analysts warn that the thin crypto market liquidity is limiting a wider recovery."
crypto,1771935676,"Over 400,000 BTC bought between $60k and $70k during bitcoin’s latest downturn",,CoinDesk,https://www.coindesk.com/markets/2026/02/24/over-400-000-btc-bought-between-usd60k-and-usd70k-during-bitcoin-s-latest-downturn,"Over 400,000 BTC bought between $60k and $70k during bitcoin’s latest downturn. "
crypto,1771935300,"Bitcoin teeters near $63,000 as pippin's rally shows froth remains",,CoinDesk,https://www.coindesk.com/daybook-us/2026/02/24/bitcoin-teeters-near-usd63-000-as-pippin-s-rally-shows-froth-remains,"Bitcoin teeters near $63,000 as pippin's rally shows froth remains. "
crypto,1771934673,The ghost of the iPhone: Why Michael Saylor thinks bitcoin is mirroring Apple’s legendary ‘valley of despair’,,CoinDesk,https://www.coindesk.com/markets/2026/02/24/the-ghost-of-the-iphone-why-michael-saylor-thinks-bitcoin-is-mirroring-apple-s-legendary-valley-of-despair,The ghost of the iPhone: Why Michael Saylor thinks bitcoin is mirroring Apple’s legendary ‘valley of despair’. 
crypto,1771933047,Crypto markets bleed as bitcoin hovers above liquidation zone,,CoinDesk,https://www.coindesk.com/markets/2026/02/24/crypto-markets-bleed-as-bitcoin-hovers-above-liquidation-zone,Crypto markets bleed as bitcoin hovers above liquidation zone. 
crypto,1771932972,Telegram CEO reportedly under criminal probe in Russia over alleged terrorism links,"Russian authorities reportedly claim the platform refused to remove 155,000 channels flagged for illegal content.",Cointelegraph,https://cointelegraph.com/news/telegram-ceo-reportedly-under-criminal-probe-in-russia-over-alleged-terrorism-links?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Telegram CEO reportedly under criminal probe in Russia over alleged terrorism links. Russian authorities reportedly claim the platform refused to remove 155,000 channels flagged for illegal content."
crypto,1771930628,Hashgraph Group launches Hedera-based tool for EU digital product passports,"Hashgraph has launched a blockchain-based solution for supply chain traceability in response to the EU’s Digital Product Passport, set to take effect in 2027.",Cointelegraph,https://cointelegraph.com/news/hashgraph-launches-hedera-tool-for-eu-digital-product-passports?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Hashgraph Group launches Hedera-based tool for EU digital product passports. Hashgraph has launched a blockchain-based solution for supply chain traceability in response to the EU’s Digital Product Passport, set to take effect in 2027."
crypto,1771930581,Bitcoin market enters full capitulation as price dips below $63K,"Panic selling by short-term holders, combined with the RSI near record lows, suggests that BTC could be transitioning into a full capitulation regime.",Cointelegraph,https://cointelegraph.com/news/bitcoin-market-enters-full-capitulation-price-dips-below-63k?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Bitcoin market enters full capitulation as price dips below $63K. Panic selling by short-term holders, combined with the RSI near record lows, suggests that BTC could be transitioning into a full capitulation regime."
crypto,1771929370,Step Finance shuts operations after $27 million January hack,,CoinDesk,https://www.coindesk.com/business/2026/02/24/step-finance-shuts-operations-after-usd27-million-january-hack,Step Finance shuts operations after $27 million January hack. 
crypto,1771928677,"Putting the treasury to work: The Ethereum Foundation just staked 70,000 ETH to fund its future",,CoinDesk,https://www.coindesk.com/business/2026/02/24/putting-the-treasury-to-work-the-ethereum-foundation-just-staked-70-000-eth-to-fund-its-future,"Putting the treasury to work: The Ethereum Foundation just staked 70,000 ETH to fund its future. "
crypto,1771928296,Bitcoin 2026 ETF sell-off is 'purification' of BTC bull case: Analysis,"Bitcoin ETF investors joined an ""institutional exit"" this year, but analysis sees a new phase of bullish involvement from bigger players coming next.",Cointelegraph,https://cointelegraph.com/news/bitcoin-2026-etf-sell-off-purification-btc-bull-case-analysis?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Bitcoin 2026 ETF sell-off is 'purification' of BTC bull case: Analysis. Bitcoin ETF investors joined an ""institutional exit"" this year, but analysis sees a new phase of bullish involvement from bigger players coming next."
crypto,1771928204,Canaan buys Cipher’s 49% of West Texas mining venture for $39.75 million in stock,,CoinDesk,https://www.coindesk.com/markets/2026/02/24/canaan-buys-cipher-s-49-of-west-texas-mining-venture-for-usd39-75-million-in-stock,Canaan buys Cipher’s 49% of West Texas mining venture for $39.75 million in stock. 
crypto,1771925711,"Coinbase USDC revenue could 7x as payments grow, Bloomberg says","Bloomberg Intelligence says Coinbase’s USDC revenues could jump as much as sevenfold, as Congress weighs a ban on stablecoin rewards that could reshape how that money is earned.",Cointelegraph,https://cointelegraph.com/news/coinbase-usdc-revenue-could-7x-as-payments-grow-bloomberg-says?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Coinbase USDC revenue could 7x as payments grow, Bloomberg says. Bloomberg Intelligence says Coinbase’s USDC revenues could jump as much as sevenfold, as Congress weighs a ban on stablecoin rewards that could reshape how that money is earned."
crypto,1771924791,Hong Kong's RedotPay said to plan blockbuster $1 billion IPO in New York: Bloomberg,,CoinDesk,https://www.coindesk.com/business/2026/02/24/hong-kong-s-redotpay-said-to-plan-blockbuster-usd1-billion-ipo-in-new-york-bloomberg,Hong Kong's RedotPay said to plan blockbuster $1 billion IPO in New York: Bloomberg. 
crypto,1771923139,RedotPay weighs US IPO that could raise $1B at over $4B valuation: Report,"RedotPay secured a total of $194 million in 2025 across three rounds, reaching unicorn status and attracting backing from major crypto and venture investors.",Cointelegraph,https://cointelegraph.com/news/redotpay-eyes-us-ipo-1b-4b-valuation?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"RedotPay weighs US IPO that could raise $1B at over $4B valuation: Report. RedotPay secured a total of $194 million in 2025 across three rounds, reaching unicorn status and attracting backing from major crypto and venture investors."
crypto,1771919167,Canaan buys 49% stake in three Texas mining sites for $40M,Canaan acquires a stake in three operating Texas mining facilities with 120 MW of power and 4.4 EH/s hashrate as it expands beyond hardware into infrastructure operations.,Cointelegraph,https://cointelegraph.com/news/canaan-buys-49-stake-texas-bitcoin-mining-sites-40m?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Canaan buys 49% stake in three Texas mining sites for $40M. Canaan acquires a stake in three operating Texas mining facilities with 120 MW of power and 4.4 EH/s hashrate as it expands beyond hardware into infrastructure operations.
crypto,1771916730,Bitcoin's price discovery is moving to Chicago,,CoinDesk,https://www.coindesk.com/markets/2026/02/24/bitcoin-s-price-discovery-is-moving-to-chicago,Bitcoin's price discovery is moving to Chicago. 
crypto,1771915051,Polymarket bettors put $3 million on which crypto firm ZachXBT will expose next,,CoinDesk,https://www.coindesk.com/markets/2026/02/24/polymarket-bettors-put-usd3-million-on-which-crypto-firm-zachxbt-will-expose-next,Polymarket bettors put $3 million on which crypto firm ZachXBT will expose next. 
crypto,1771914121,Crypto VC Framework Ventures to help Better with $500M DeFi play,Framework reportedly struck a $45 million deal to buy 10% of Better and will help it launch a token on the crypto protocol Sky.,Cointelegraph,https://cointelegraph.com/news/crypto-vc-framework-ventures-help-better-with-500m-defi-play?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Crypto VC Framework Ventures to help Better with $500M DeFi play. Framework reportedly struck a $45 million deal to buy 10% of Better and will help it launch a token on the crypto protocol Sky.
crypto,1771914061,Cybersecurity stocks tank after Anthropic unveils Claude Code Security,"Anthropic’s Claude Code Security sent shockwaves through cybersecurity markets, with CrowdStrike and Palo Alto Networks among the hardest hit.",Cointelegraph,https://cointelegraph.com/news/cybersecurity-stocks-tank-following-launch-claude-code-security?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Cybersecurity stocks tank after Anthropic unveils Claude Code Security. Anthropic’s Claude Code Security sent shockwaves through cybersecurity markets, with CrowdStrike and Palo Alto Networks among the hardest hit."
crypto,1771913326,"TRM Labs, Finray Technologies partner for crypto and fiat monitoring",The system provides real-time risk alerts for suspicious crypto transactions across multiple blockchains within the same workflow as fiat-payment monitoring.,Cointelegraph,https://cointelegraph.com/news/trm-labs-finray-crypto-fiat-monitoring-mica-compliance?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"TRM Labs, Finray Technologies partner for crypto and fiat monitoring. The system provides real-time risk alerts for suspicious crypto transactions across multiple blockchains within the same workflow as fiat-payment monitoring."
crypto,1771911155,Jane Street faces claims of insider trading that sped up Terraform's 2022 collapse,,CoinDesk,https://www.coindesk.com/markets/2026/02/24/jane-street-faces-claims-of-insider-trading-that-sped-up-terraform-s-2022-collapse-ft,Jane Street faces claims of insider trading that sped up Terraform's 2022 collapse. 
crypto,1771910280,"ETH, SOL, XRP extend losses as AI scare trade unsettles risk markets",,CoinDesk,https://www.coindesk.com/markets/2026/02/24/eth-sol-xrp-extend-losses-as-ai-scare-trade-unsettles-risk-markets,"ETH, SOL, XRP extend losses as AI scare trade unsettles risk markets. "
crypto,1771909956,It is shaping up to be another rough week for cryptocurrencies,"<p class=""text-align-justify"">That marks the lowest level in over two weeks for Bitcoin, as fatigue continues to set in following the sharp drop at the start of the month. The plunge back then saw dip buyers manage a strong bounce near $60,000. But ultimately, that is now fading as the downside momentum since the start of the year continues to drive forward.</p><p class=""text-align-justify"">Bitcoin itself is now down just over 6% on the week, poised for a sixth consecutive weekly drop. And the technicals continue to look dicey for the cryptocurrency, after having broken back below its 100-week moving average (red line) for the first time since 2023 at the end of January trading.</p><p class=""text-align-justify"">It's tough to pick at support levels but the $60,000 mark is a big psychological one. That especially since it was also defended at the first attempt in the drop earlier this month.</p><p class=""text-align-justify"">The 200-week moving average (blue line) will then be the next all important technical level to watch out for, sitting at around $58,495 currently. If that breaks, it opens up another door as the floodgates stay open for the selling to continue. After which, technical traders will be looking to the $50,000 level.</p><p class=""text-align-justify"">Amid a more negative risk backdrop and traders actually preferring precious metals instead of ""digital gold"", it has been a rough four months for cryptocurrencies. The drop to $63,000 now sees Bitcoin half its value from the all-time highs achieved in October last year. In that same timespan, gold is up over 30% instead.</p>
                            This article was written by Justin Low at investinglive.com.",Forexlive,https://investinglive.com/Cryptocurrency/it-is-shaping-up-to-be-another-rough-week-for-cryptocurrencies-20260224/,"It is shaping up to be another rough week for cryptocurrencies. <p class=""text-align-justify"">That marks the lowest level in over two weeks for Bitcoin, as fatigue continues to set in following the sharp drop at the start of the month. The plunge back then saw dip buyers manage a strong bounce near $60,000. But ultimately, that is now fading as the downside momentum since the start of the year continues to drive forward.</p><p class=""text-align-justify"">Bitcoin itself is now down just over 6% on the week, poised for a sixth consecutive weekly drop. And the technicals continue to look dicey for the cryptocurrency, after having broken back below its 100-week moving average (red line) for the first time since 2023 at the end of January trading.</p><p class=""text-align-justify"">It's tough to pick at support levels but the $60,000 mark is a big psychological one. That especially since it was also defended at the first attempt in the drop earlier this month.</p><p class=""text-align-justify"">The 200-week moving average (blue line) will then be the next all important technical level to watch out for, sitting at around $58,495 currently. If that breaks, it opens up another door as the floodgates stay open for the selling to continue. After which, technical traders will be looking to the $50,000 level.</p><p class=""text-align-justify"">Amid a more negative risk backdrop and traders actually preferring precious metals instead of ""digital gold"", it has been a rough four months for cryptocurrencies. The drop to $63,000 now sees Bitcoin half its value from the all-time highs achieved in October last year. In that same timespan, gold is up over 30% instead.</p>
                            This article was written by Justin Low at investinglive.com."
crypto,1771908742,Terraform admin blames Jane Street alleged insider trading for collapse,"Terraform Labs administrator Todd Snyder accused Jane Street of communicating with the now-collapsed firm and trading on the information, hastening its collapse.",Cointelegraph,https://cointelegraph.com/news/terraform-admin-sues-jane-street-pins-collapse-on-alleged-insider-trading?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Terraform admin blames Jane Street alleged insider trading for collapse. Terraform Labs administrator Todd Snyder accused Jane Street of communicating with the now-collapsed firm and trading on the information, hastening its collapse."
crypto,1771908522,"Citrini's AI doom report sees software, payment stocks tumble","Citrini said the term “Ghost GDP” could emerge from AI agents taking over aspects of the economy, referring to output shown in national data but not circulating in the “real economy.”",Cointelegraph,https://cointelegraph.com/news/citrini-fearful-ai-agent-report-scares-investors?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Citrini's AI doom report sees software, payment stocks tumble. Citrini said the term “Ghost GDP” could emerge from AI agents taking over aspects of the economy, referring to output shown in national data but not circulating in the “real economy.”"
crypto,1771908282,"Bitcoin dips under $63,000 and history says more pain ahead before bottom forms",,CoinDesk,https://www.coindesk.com/markets/2026/02/24/bitcoin-dips-under-usd63-000-and-history-says-more-pain-ahead-before-bottom-forms,"Bitcoin dips under $63,000 and history says more pain ahead before bottom forms. "
crypto,1771907936,Binance stablecoin reserves have sunk 19% since November,Binance stablecoin reserves have fallen 18.6% in three months as tightening Fed policy and weak inflows extended the crypto liquidity drought.,Cointelegraph,https://cointelegraph.com/news/binance-stablecoin-reserves-have-sunk-19-since-november?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Binance stablecoin reserves have sunk 19% since November. Binance stablecoin reserves have fallen 18.6% in three months as tightening Fed policy and weak inflows extended the crypto liquidity drought.
crypto,1771907400,Tether-backed crypto exchange is ditching the ‘retail’ label to build the secret plumbing for Europe’s biggest banks,,CoinDesk,https://www.coindesk.com/business/2026/02/23/tether-backed-crypto-exchange-is-ditching-the-retail-label-to-build-the-secret-plumbing-for-europe-s-biggest-banks,Tether-backed crypto exchange is ditching the ‘retail’ label to build the secret plumbing for Europe’s biggest banks. 
crypto,1771903980,Fed seeks feedback on proposal to end Operation Chokepoint 2.0,The US Federal Reserve is looking for feedback over the next 60 days on a proposal that could put an end to crypto debanking.,Cointelegraph,https://cointelegraph.com/news/fed-seeks-feedback-chokepoint-2-0-ending-proposal?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Fed seeks feedback on proposal to end Operation Chokepoint 2.0. The US Federal Reserve is looking for feedback over the next 60 days on a proposal that could put an end to crypto debanking.
crypto,1771902418,Ex-Chainlink exec joins SEC’s crypto task force as new legal chief,Michael Selig was chief counsel for the SEC Crypto Task Force but left in December last year to become chair of the Commodity Futures Trading Commission.,Cointelegraph,https://cointelegraph.com/news/taylor-lindman-chainlink-sec-crypto-task-force-chief-counsel?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Ex-Chainlink exec joins SEC’s crypto task force as new legal chief. Michael Selig was chief counsel for the SEC Crypto Task Force but left in December last year to become chair of the Commodity Futures Trading Commission.
crypto,1771901461,3 Solana platforms to shutter following devastating $27M hack,"Solana DeFi aggregator Step Finance was hacked for $27 million in January, but said it was ""unable to secure a viable outcome.”",Cointelegraph,https://cointelegraph.com/news/step-finance-solanafloor-remora-markets-wind-down-operations?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"3 Solana platforms to shutter following devastating $27M hack. Solana DeFi aggregator Step Finance was hacked for $27 million in January, but said it was ""unable to secure a viable outcome.”"
crypto,1771893912,Backpack pledges 20% equity to token stakers amid IPO plans,"The equity offering builds on Backpack’s token announcement earlier this month, in which the first 62.5% of tokens will be distributed to users.",Cointelegraph,https://cointelegraph.com/news/backpack-20-percent-equity-token-stakers-ipo?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Backpack pledges 20% equity to token stakers amid IPO plans. The equity offering builds on Backpack’s token announcement earlier this month, in which the first 62.5% of tokens will be distributed to users."
crypto,1771886700,Are Bitcoin ETFs quietly accumulating or just not selling? The flow data that matters,"The spot Bitcoin ETFs recorded four straight months of outflows, with hodlings down 85,000 BTC since October 2025. Is slowing institutional demand the death knell for BTC price?",Cointelegraph,https://cointelegraph.com/news/are-bitcoin-etfs-quietly-accumulating-or-just-not-selling-the-flow-data-that-matters?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Are Bitcoin ETFs quietly accumulating or just not selling? The flow data that matters. The spot Bitcoin ETFs recorded four straight months of outflows, with hodlings down 85,000 BTC since October 2025. Is slowing institutional demand the death knell for BTC price?"
crypto,1771883100,Bitcoin may reverse course and rally to $75K: Here’s how,"Traders struggle to determine if the crypto market bottom is in, but liquidity fears, AI industry valuation worries, and BTC mining strength could send Bitcoin back to $75,000.",Cointelegraph,https://cointelegraph.com/news/bitcoin-may-reverse-course-and-rally-to-75k-here-s-how?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Bitcoin may reverse course and rally to $75K: Here’s how. Traders struggle to determine if the crypto market bottom is in, but liquidity fears, AI industry valuation worries, and BTC mining strength could send Bitcoin back to $75,000."
crypto,1771881819,Michael Saylor says quantum threat to Bitcoin is more than 10 years away,"The Strategy CEO downplayed quantum risks on Natalie Brunell’s Coin Stories podcast, saying any credible threat would prompt coordinated software upgrades across global digital systems.",Cointelegraph,https://cointelegraph.com/news/saylor-says-quantum-threat-to-bitcoin-is-more-than-10-years-out-expects-coordinated-global-upgrade-if-risk-emerges?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Michael Saylor says quantum threat to Bitcoin is more than 10 years away. The Strategy CEO downplayed quantum risks on Natalie Brunell’s Coin Stories podcast, saying any credible threat would prompt coordinated software upgrades across global digital systems."
crypto,1771881528,IoTeX offers cross-bridge hackers 10% bounty if they return $4.4 million within 48 hours,,CoinDesk,https://www.coindesk.com/business/2026/02/23/iotex-bridge-exploit-sparks-debate-over-losses-and-recovery-prospects,IoTeX offers cross-bridge hackers 10% bounty if they return $4.4 million within 48 hours. 
crypto,1771880630,"NEAR Launches Near.com super app, touting AI capabilities and confidential transactions",,CoinDesk,https://www.coindesk.com/business/2026/02/23/near-launches-near-com-super-app-touting-ai-capabilities-and-confidential-transactions,"NEAR Launches Near.com super app, touting AI capabilities and confidential transactions. "
crypto,1771880564,Kraken’s co-CEO could trust AI with 100% of his crypto — Dragonfly’s Haseeb Qureshi isn’t convinced,,CoinDesk,https://www.coindesk.com/business/2026/02/23/kraken-s-arjun-sethi-could-trust-ai-with-100-of-his-crypto-dragonfly-s-haseeb-qureshi-isn-t-convinced,Kraken’s co-CEO could trust AI with 100% of his crypto — Dragonfly’s Haseeb Qureshi isn’t convinced. 
crypto,1771880372,PayPal draws takeover interest following 46% stock slide: Report,"After a yearlong share slump, PayPal is fielding buyout approaches as rivals weigh asset sales and a possible full acquisition, according to Bloomberg.",Cointelegraph,https://cointelegraph.com/news/paypal-buyout-approaches-share-decline-report?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"PayPal draws takeover interest following 46% stock slide: Report. After a yearlong share slump, PayPal is fielding buyout approaches as rivals weigh asset sales and a possible full acquisition, according to Bloomberg."
crypto,1771879500,Negative Bitcoin funding rate may signal pending short-squeeze above $70K,"Bitcoin holds its range trend even as the funding rate turns negative and BTC open interest flatlines. Is the data leaning toward a short-squeeze back to $70,000?",Cointelegraph,https://cointelegraph.com/news/negative-bitcoin-funding-rate-may-signal-pending-short-squeeze-above-dollar70k?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Negative Bitcoin funding rate may signal pending short-squeeze above $70K. Bitcoin holds its range trend even as the funding rate turns negative and BTC open interest flatlines. Is the data leaning toward a short-squeeze back to $70,000?"
crypto,1771879462,Trump‘s Board of Peace said mulling stablecoin for Gaza efforts: FT,A person familiar with the project reportedly said the stablecoin under preliminary discussion by the board would be established as “a means to allow Gazans to transact digitally.”,Cointelegraph,https://cointelegraph.com/news/donald-trump-stablecoins-gaza?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Trump‘s Board of Peace said mulling stablecoin for Gaza efforts: FT. A person familiar with the project reportedly said the stablecoin under preliminary discussion by the board would be established as “a means to allow Gazans to transact digitally.”
crypto,1771877882,Crypto suffers deeper declines as AI fears send IBM plunging 11%,,CoinDesk,https://www.coindesk.com/markets/2026/02/23/crypto-suffers-deeper-declines-as-ai-fears-send-ibm-plunging-11,Crypto suffers deeper declines as AI fears send IBM plunging 11%. 
crypto,1771875900,Critical Bitcoin weekly trend breaks for first time in 2+ years: Is BTC done?,"Bitcoin’s weekly candle closed before a key moving average, breaking a 30-month trend and possibly signalling that new price lows are pending.",Cointelegraph,https://cointelegraph.com/news/critical-bitcoin-weekly-trend-breaks-for-first-time-in-2-years-is-btc-done?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Critical Bitcoin weekly trend breaks for first time in 2+ years: Is BTC done?. Bitcoin’s weekly candle closed before a key moving average, breaking a 30-month trend and possibly signalling that new price lows are pending."
crypto,1771871760,"Price predictions 2/23: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, BCH, ADA",Bitcoin and altcoins sold-off as US stock markets digested US President Donald Trump’s fresh 15% global tariff. Are new 2026 lows in store?,Cointelegraph,https://cointelegraph.com/news/price-predictions-2-23-spx-dxy-btc-eth-xrp-bnb-sol-doge-bch-ada?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Price predictions 2/23: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, BCH, ADA. Bitcoin and altcoins sold-off as US stock markets digested US President Donald Trump’s fresh 15% global tariff. Are new 2026 lows in store?"
crypto,1771871282,"Stablecore's Jack Henry integration opens stablecoins to 1,600 banks","Banks and credit unions on the Jack Henry Fintech Integration Network can add tokenized deposits, crypto lending and 24/7 payment rails through the partnership.",Cointelegraph,https://cointelegraph.com/news/stablecore-jack-henry-bank-stablecoin-integration?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Stablecore's Jack Henry integration opens stablecoins to 1,600 banks. Banks and credit unions on the Jack Henry Fintech Integration Network can add tokenized deposits, crypto lending and 24/7 payment rails through the partnership."
crypto,1771870526,Satlantis launches Bitcoin-native ticketing platform with built-in Lightning wallets,"The events platform embeds Bitcoin Lightning wallets into each event, allowing organizers to issue tickets and accept BTC alongside fiat payments.",Cointelegraph,https://cointelegraph.com/news/satlantis-embeds-lightning-wallets-into-event-infrastructure-in-bid-to-disrupt-ticketing-platforms?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Satlantis launches Bitcoin-native ticketing platform with built-in Lightning wallets. The events platform embeds Bitcoin Lightning wallets into each event, allowing organizers to issue tickets and accept BTC alongside fiat payments."
crypto,1771869402,Trump crypto company says ‘coordinated attack‘ on stablecoin failed,"The price of World Liberty Financial's token dipped about 7% early on Monday, later reported to be the result of a social media and short-seller attack.",Cointelegraph,https://cointelegraph.com/news/world-liberty-attack-stablecoin-failed?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Trump crypto company says ‘coordinated attack‘ on stablecoin failed. The price of World Liberty Financial's token dipped about 7% early on Monday, later reported to be the result of a social media and short-seller attack."
crypto,1771868862,Solana Company starts building high-speed infrastructure to prepare SOL for next 'super cycle',,CoinDesk,https://www.coindesk.com/business/2026/02/23/solana-company-starts-building-high-speed-infrastructure-to-prepare-sol-for-next-super-cycle,Solana Company starts building high-speed infrastructure to prepare SOL for next 'super cycle'. 
crypto,1771868756,Mystery Hong Kong investor in BlackRock's bitcoin ETF breaks silence after $436 million stake sparks controversy,,CoinDesk,https://www.coindesk.com/markets/2026/02/23/mystery-hong-kong-investor-in-blackrock-s-bitcoin-etf-breaks-silence-after-usd436-million-stake-sparks-controversy,Mystery Hong Kong investor in BlackRock's bitcoin ETF breaks silence after $436 million stake sparks controversy. 
crypto,1771866376,ProShares GENIUS ETF's $17B debut boosts case for tokenized money market funds,IQMM's historic first-day launch underscores how traditional cash funds are adapting to compete in a stablecoin-driven landscape following the passage of the GENIUS Act.,Cointelegraph,https://cointelegraph.com/news/iqmm-s-17b-debut-strengthens-case-for-tokenized-money-market-funds?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,ProShares GENIUS ETF's $17B debut boosts case for tokenized money market funds. IQMM's historic first-day launch underscores how traditional cash funds are adapting to compete in a stablecoin-driven landscape following the passage of the GENIUS Act.
crypto,1771866274,Bitcoin rebound fades as software and private equity rout drags stocks and crypto lower,,CoinDesk,https://www.coindesk.com/markets/2026/02/23/bitcoin-rebound-fades-as-software-and-private-equity-rout-drags-stocks-and-crypto-lower,Bitcoin rebound fades as software and private equity rout drags stocks and crypto lower. 
crypto,1771865092,XRP price chart and whale activity warn of a drop below $1,"XRP has formed a classic bearish pattern on its two-day chart, and if confirmed, a price drop to $0.80 could be in the cards over the next few weeks.",Cointelegraph,https://cointelegraph.com/news/xrp-price-chart-whale-activity-warn-drop-below-1-dollar?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"XRP price chart and whale activity warn of a drop below $1. XRP has formed a classic bearish pattern on its two-day chart, and if confirmed, a price drop to $0.80 could be in the cards over the next few weeks."
crypto,1771863601,OCC grants Crypto.com conditional approval for bank trust charter,"While Coinbase and others await decision on their applications, the federal banks regulator has already signaled friendliness to crypto companies through several conditional approvals.",Cointelegraph,https://cointelegraph.com/news/occ-crypto-com-conditional-approval-national-bank-trust-charter?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"OCC grants Crypto.com conditional approval for bank trust charter. While Coinbase and others await decision on their applications, the federal banks regulator has already signaled friendliness to crypto companies through several conditional approvals."
crypto,1771861471,Trump-linked stablecoin wobbles as WLFI says it's under 'coordinated attack',,CoinDesk,https://www.coindesk.com/markets/2026/02/23/trump-linked-stablecoin-wobbles-as-wlfi-says-it-s-under-coordinated-attack,Trump-linked stablecoin wobbles as WLFI says it's under 'coordinated attack'. 
crypto,1771861292,US lender Rate unveils mortgage program recognizing crypto holdings,The nationwide RateFi product allows borrowers to count crypto holdings toward mortgage underwriting requirements without selling their assets.,Cointelegraph,https://cointelegraph.com/news/us-lender-rate-unveils-mortgage-program-recognizing-crypto-holdings?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,US lender Rate unveils mortgage program recognizing crypto holdings. The nationwide RateFi product allows borrowers to count crypto holdings toward mortgage underwriting requirements without selling their assets.
crypto,1771860586,Bitcoin traders diverge over BTC price strength with $60K in sight,Bitcoin gained both upside and downside targets as the Wall Street open brought fresh BTC selling pressure and tariff reactions began.,Cointelegraph,https://cointelegraph.com/news/bitcoin-traders-diverge-over-btc-price-strength-with-60k-in-sight?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,Bitcoin traders diverge over BTC price strength with $60K in sight. Bitcoin gained both upside and downside targets as the Wall Street open brought fresh BTC selling pressure and tariff reactions began.
crypto,1771860085,Crypto.com wins initial approval for U.S. federally regulated crypto custodian bank,,CoinDesk,https://www.coindesk.com/policy/2026/02/23/crypto-com-approved-for-u-s-federally-regulated-crypto-custodian-bank,Crypto.com wins initial approval for U.S. federally regulated crypto custodian bank. 
